time,cpu,mem,ram,disk,disk_io,network,gpu load,gpu memutil
2021-02-22 21:06:07.114605,5.0,1911.984375,10172.91015625,10944.11328125,"{'rc': 0, 'wc': 0, 'rb': 0, 'wb': 0}","{'sent': -210290300.45087528, 'recv': -28913950102.48199}",7.000000000000001,4.25479586817511
2021-02-22 21:06:11.558283,2.7,2351.36328125,10604.875,10944.12109375,"{'rc': 0, 'wc': 4, 'rb': 0, 'wb': 69632}","{'sent': -210290300.44396877, 'recv': -28913950102.406128}",3.0,4.795868175110673
2021-02-22 21:06:13.643812,2.5,2700.01171875,10951.859375,10944.12109375,"{'rc': 0, 'wc': 4, 'rb': 0, 'wb': 69632}","{'sent': -210290300.44391727, 'recv': -28913950102.370365}",0.0,7.730775536973273
2021-02-22 21:06:15.736475,2.2,2806.3203125,11057.44140625,10944.12109375,"{'rc': 0, 'wc': 4, 'rb': 0, 'wb': 69632}","{'sent': -210290300.44391727, 'recv': -28913950102.333286}",68.0,7.091326446958518
2021-02-22 21:06:17.836761,2.8,2807.98046875,11058.5625,10944.12109375,"{'rc': 0, 'wc': 4, 'rb': 0, 'wb': 69632}","{'sent': -210290300.44353962, 'recv': -28913950102.297855}",85.0,14.223643220200033
2021-02-22 21:06:19.930309,2.8,2808.41015625,11058.78515625,10944.12109375,"{'rc': 0, 'wc': 6, 'rb': 0, 'wb': 122880}","{'sent': -210290300.4432993, 'recv': -28913950102.260998}",68.0,14.223643220200033
2021-02-22 21:06:22.024508,2.8,2809.33203125,11059.03125,10944.12109375,"{'rc': 0, 'wc': 6, 'rb': 0, 'wb': 122880}","{'sent': -210290300.44293785, 'recv': -28913950102.224125}",85.0,14.223643220200033
2021-02-22 21:06:24.123130,2.8,2808.625,11059.3125,10944.12109375,"{'rc': 0, 'wc': 42, 'rb': 0, 'wb': 290816}","{'sent': -210290300.44140053, 'recv': -28913950102.18717}",74.0,14.223643220200033
2021-02-22 21:06:26.217357,2.7,2807.38671875,11059.90234375,10944.12109375,"{'rc': 0, 'wc': 42, 'rb': 0, 'wb': 290816}","{'sent': -210290300.44074917, 'recv': -28913950102.127846}",86.0,14.223643220200033
2021-02-22 21:06:28.311911,2.8,2807.94140625,11059.6328125,10944.12109375,"{'rc': 0, 'wc': 44, 'rb': 0, 'wb': 315392}","{'sent': -210290300.44056034, 'recv': -28913950102.070393}",56.99999999999999,14.223643220200033
2021-02-22 21:06:30.405253,2.8,2808.43359375,11059.86328125,10944.12109375,"{'rc': 0, 'wc': 45, 'rb': 0, 'wb': 319488}","{'sent': -210290300.4403715, 'recv': -28913950102.031937}",85.0,14.223643220200033
2021-02-22 21:06:32.503153,2.8,2808.12890625,11059.96484375,10944.12109375,"{'rc': 0, 'wc': 45, 'rb': 0, 'wb': 319488}","{'sent': -210290300.44011974, 'recv': -28913950102.003258}",85.0,14.223643220200033
2021-02-22 21:06:34.601041,2.8,2807.99609375,11060.15234375,10944.12109375,"{'rc': 0, 'wc': 49, 'rb': 0, 'wb': 335872}","{'sent': -210290300.4397421, 'recv': -28913950101.966}",83.0,14.223643220200033
2021-02-22 21:06:36.695329,2.7,2808.37890625,11060.27734375,10944.12109375,"{'rc': 0, 'wc': 61, 'rb': 0, 'wb': 397312}","{'sent': -210290300.43955326, 'recv': -28913950101.930225}",75.0,14.223643220200033
2021-02-22 21:06:38.794273,2.8,2807.7890625,11060.375,10944.12109375,"{'rc': 0, 'wc': 61, 'rb': 0, 'wb': 397312}","{'sent': -210290300.43936443, 'recv': -28913950101.897095}",87.0,14.223643220200033
2021-02-22 21:06:40.889024,2.8,2807.58203125,11060.5078125,10944.12109375,"{'rc': 0, 'wc': 62, 'rb': 0, 'wb': 421888}","{'sent': -210290300.4391756, 'recv': -28913950101.86384}",85.0,14.223643220200033
2021-02-22 21:06:42.983450,2.8,2807.84375,11060.5703125,10944.12109375,"{'rc': 0, 'wc': 62, 'rb': 0, 'wb': 421888}","{'sent': -210290300.43746662, 'recv': -28913950101.82955}",88.0,14.223643220200033
2021-02-22 21:06:45.077747,2.7,2807.3984375,11060.55078125,10944.12109375,"{'rc': 0, 'wc': 62, 'rb': 0, 'wb': 421888}","{'sent': -210290300.4372778, 'recv': -28913950101.794632}",91.0,14.223643220200033
2021-02-22 21:06:47.177587,2.8,2807.73046875,11060.51171875,10944.12109375,"{'rc': 0, 'wc': 64, 'rb': 0, 'wb': 442368}","{'sent': -210290300.43708897, 'recv': -28913950101.757202}",69.0,14.223643220200033
